Geno.id	T1
WD2129	10.09
WD2136	12.46
WD2138	11.91
WD2139	12.55
WD2140	8.9
WD2141	9.82
WD2144	8.07
WD2145	9.43
WD2146	8.05
WD2148	8.7
WD2150	10.52
WD2154	10.04
WD2156	12
WD2159	10.33
WD2160	7.02
WD2161	7.97
WD2164	9.94
WD2169	8.71
WD2170	9.3
WD2172	10.04
WD2173	11.7
WD2174	9.8
WD2176	8.8
WD2177	9.75
WD2180	10.09
WD2181	13.83
WD2183	10.48
WD2184	11.28
WD2186	11.12
WD2187	9.15
WD2190	9.12
WD2191	10.74
WD2192	11.15
WD2193	11.41
WD2194	8.75
WD2195	10.6
WD2196	9.41
WD2197	8.5
WD2198	11.94
WD2199	13.8
WD2201	10.07
WD2202	10.77
WD2203	9.07
WD2204	15.09
WD2205	9.92
WD2207	8.5
WD2208	8.8
WD2210	8.63
WD2213	7.74
WD2214	11.84
WD2215	9.57
WD2216	9.2
WD2217	8.24
WD2218	10.9
WD2219	9.56
WD2221	10.56
WD2222	8.78
WD2226	12.6
WD2230	12.28
WD2231	10.61
WD2232	8.41
WD2233	11.04
WD2236	10.34
WD2237	8.87
WD2238	8.55
WD2239	9.42
WD2240	7.61
WD2241	10.16
WD2242	10.96
WD2245	9.29
WD2247	12.89
WD2249	8.63
WD2250	11.84
WD2251	12.62
WD2253	13.67
WD2254	9.39
WD2255	12.69
WD2256	9.57
WD2259	13.48
WD2260	9.43
WD2261	9.73
WD2262	10.54
WD2263	9.07
WD2264	10.84
WD2265	11.84
WD2266	9.02
WD2267	12.47
WD2270	10.16
WD2272	14.1
WD2273	8.87
WD2275	10.02
WD2278	11.53
WD2280	6.29
WD2281	8.34
WD2282	8.41
WD2283	12.26
WD2284	9.53
WD2288	7.45
WD2290	14.27
WD2294	11.06
WD2295	14.17
WD2297	15.12
WD2298	10.68
WD2299	8.72
WD2300	12.39
WD2301	7.32
WD2302	13.38
WD2303	11.07
WD2304	15.31
WD2306	14.09
WD2307	13.91
WD2310	11.08
WD2311	10.88
WD2312	10.88
WD2313	13.3
WD2314	11.85
WD2315	12.05
WD2316	7.32
WD2317	9.12
WD2318	9.03
WD2319	13.81
WD2320	11.96
WD2321	10.46
WD2322	9.5
WD2323	10.71
WD2324	9.03
WD2325	10.07
WD2326	9.5
WD2327	11.81
WD2328	10.1
WD2329	12.19
WD2330	7.56
WD2331	11.3
WD2332	11.9
WD2333	8.78
WD2334	12.07
WD2336	10.26
WD2338	10.94
WD2339	11.8
WD2340	8.26
WD2341	10.26
WD2342	13.13
WD2343	13.25
WD2344	10.07
WD2345	11.32
WD2346	8.09
WD2347	16.07
WD2349	10.54
WD2350	7.82
WD2352	12.33
WD2353	7.34
WD2355	9.97
WD2356	7.9
WD2357	11.71
WD2358	9.14
WD2359	11.72
WD2360	9.82
WD2361	10.35
WD2362	7.41
WD2363	10.66
WD2364	8.96
WD2365	9.46
WD2366	7.55
WD2367	12.56
WD2368	11.62
WD2370	10.67
WD2371	12.16
WD2373	10.15
WD2375	11.07
WD2378	10.42
WD2379	13.78
WD2381	8.93
WD2382	10.82
WD2383	12.88
WD2384	11.08
WD2385	14.12
WD2386	7.49
WD2387	8.65
WD2389	13.83
WD2390	12.17
WD2391	9.71
WD2392	11.19
WD2394	9.49
WD2395	8.78
WD2397	13.12
WD2398	12.25
WD2399	11.3
WD2400	11.94
WD2401	10.82
WD2402	15.14
WD2403	10.74
WD2404	12.34
WD2406	12.6
WD2407	14.97
WD2409	15.03
WD2410	11.3
WD2411	8.47
WD2412	9.64
WD2413	9.03
WD2414	7.91
WD2415	10.47
WD2416	10.12
WD2417	13.7
WD2418	11.18
WD2419	9.5
WD2420	12.42
WD2422	10.6
WD2423	8.65
WD2426	6.19
WD2427	8.4
WD2428	11.58
WD2430	7.02
WD2431	7.81
WD2433	10.17
WD2435	10.48
WD2436	11.35
WD2437	7.62
WD2438	13.28
WD2439	13.36
WD2442	8.62
WD2443	12.75
WD2445	11.85
WD2446	13.37
WD2447	8.51
WD2448	8.54
WD2449	10.06
WD2450	11.64
WD2451	13.04
WD2452	12.13
WD2454	11.26
WD2456	6.81
WD2459	12.17
WD2460	9.32
WD2461	7.87
WD2462	8.44
WD2463	8.57
WD2464	7.14
WD2465	9.12
WD2466	10.98
WD2468	10.17
WD2469	9.58
WD2496	9.66
WD2497	9.89
WD2498	11.56
WD2500	10.96
WD2501	7.34
WD2503	12.13
WD2505	7.98
WD2507	9.37
WD2509	7.55
WD2514	10.83
WD2515	10.48
WD2516	11.53
WD2517	9.4
WD2518	13.99
WD2519	15.33
WD2520	11.33
WD2521	10.65
WD2523	8.74
WD2524	8.79
WD2525	9.62
WD2526	8.83
WD2527	10.74
WD2528	13.35
WD2529	12.24
WD2531	11.07
WD2532	9.08
WD2533	12.19
WD2534	9.3
WD2535	11.54
WD2536	9.26
WD2537	10.78
WD2538	13.29
WD2539	12.71
WD2540	9.1
WD2542	7.99
WD2543	9.29
WD2544	11.7
WD2545	9.93
WD2546	13.48
WD2547	12.51
WD2548	10.85
WD2549	11.71
WD2550	12.88
WD2552	13.18
WD2553	11.74
WD2554	12.44
WD2555	10.03
WD2556	12.69
WD2557	13.71
WD2559	10.49
WD2564	10.48
WD2565	11.11
WD2566	10.95
WD2568	8.17
WD2569	10.79
WD2570	10.31
WD2571	11.76
WD2572	12.92
WD2573	9.82
WD2574	10.59
WD2575	12.98
WD2577	9.27
WD2578	8.95
WD2579	10.73
WD2580	8.11
WD2583	8.91
WD2584	9.43
WD2585	9.06
WD2586	9.96
WD2588	10.17
WD2589	11.3
WD2590	9.47
WD2591	13.25
WD2593	7.54
WD2594	11.42
WD2595	8.75
WD2597	9.23
WD2598	9.1
WD2599	9.78
WD2601	10.39
WD2602	9.3
WD2603	11.63
WD2604	11.07
WD2606	10.17
WD2608	8.71
WD2610	8.53
WD2611	14.19
WD2612	9.22
WD2613	9.24
WD2614	7.93
WD2616	13.44
WD2617	12.31
WD2618	7.87
WD2619	10.68
WD2620	12.3
WD2621	9.58
WD2622	13.1
WD2623	8.58
WD2624	10.47
WD2625	9.82
WD2626	14.17
WD2627	11.04
WD2628	11.54
WD2629	11.95
WD2630	8.25
WD2632	11.09
WD2634	9.3
WD2635	12.61
WD2636	8.36
WD2637	11.74
WD2638	12.19
WD2639	10.87
WD2640	11.58
WD2641	11.11
WD2642	9.57
WD2643	7.71
WD2644	10.49
WD2646	9.19
WD2647	9.13
WD2648	8.35
WD2649	13.49
WD2650	9.84
WD2651	12.06
WD2652	9.73
WD2653	10.41
WD2654	9.9
WD2655	8.61
WD2656	8.35
WD2657	8.72
WD2658	6.6
WD2659	8.85
WD2660	8.79
WD2661	9.28
WD2662	8.28
WD2663	13.52
WD2664	10.66
WD2665	9.19
WD2666	9.93
WD2667	7.21
WD2668	11.03
WD2669	10.18
WD2670	10.85
WD2671	9.66
WD2672	11.76
WD2673	12.19
WD2674	11.05
WD2675	11.83
WD2676	9.28
WD2677	7.96
WD2678	9.41
WD2679	9.69
WD2680	10.96
WD2681	8.09
WD2682	9.22
WD2683	9.12
WD2684	9.32
WD2685	10.51
WD2686	10
WD2687	11.02
WD2689	7.03
WD2690	7.66
WD2691	8.25
WD2692	8.52
WD2693	9.29
WD2694	11.67
WD2695	9.88
WD2696	9.25
WD2697	9.88
WD2698	9.73
WD2699	7.9
WD2701	7.9
WD2702	7.55
WD2703	6.28
WD2704	7.46
WD2705	9.74
WD2706	9.24
WD2707	9.49
WD2708	8.37
WD2709	10.26
WD2710	11.03
WD2711	10.43
WD2712	10.72
WD2713	7.56
WD2714	9.86
WD2715	9.56
WD2716	10.72
WD2717	9.93
WD2718	8.91
WD2719	11.47
WD2720	13
WD2722	13.51
WD2723	7.27
WD2724	10.15
WD2725	10.02
WD2726	8.73
WD2727	10.1
WD2728	10.45
WD2729	8.07
WD2730	8.56
WD2731	9.96
WD2732	9.23
WD2733	7.81
WD2734	8.28
WD2735	9.43
WD2736	12.69
WD2737	11.95
WD2738	9.58
WD2740	12.71
WD2741	11.97
WD2742	10.12
WD2743	10.16
WD2744	12.17
WD2745	11.56
WD2746	9.94
WD2747	10.11
WD2748	14.7
WD2749	12.07
WD2750	9.99
WD2751	10.54
WD2752	7.73
WD2753	9.03
WD2754	8.74
WD2755	10.53
WD2756	10.49
WD2757	8.88
WD2758	10.57
WD2760	10.62
WD2761	12.45
WD2762	9.42
WD2763	12.68
WD2764	8.54
WD2765	8.69
WD2766	9.94
WD2767	9.17
WD2768	9.19
WD2769	10.93
WD2771	10.09
WD2772	11.54
WD2773	9.96
WD2774	12.08
WD2775	11.6
WD2776	9.27
WD2777	10.56
WD2778	13.09
WD2779	9.69
WD2780	11.25
WD2781	12.52
WD2782	10.62
WD2783	9.27
WD2784	12.31
WD2785	11.78
WD2786	12.07
WD2788	11.9
WD2789	10.16
WD2790	9.68
WD2791	10.92
WD2792	9.4
WD2793	9.78
WD2794	8.73
WD2795	9.56
WD2796	11.14
WD2797	9.49
WD2798	9.13
WD2799	11.25
WD2802	12.36
WD2803	6.39
WD2804	14.9
WD2805	9.56
WD2806	9.17
WD2807	13.49
WD2808	8.41
WD2809	9.77
WD2810	9.39
WD2814	12.08
WD2816	10.92
WD2818	8.67
WD2819	8.52
WD2820	9.01
WD2821	10.26
WD2823	10.41
WD2825	9.85
WD2826	8.58
WD2828	9.08
WD2829	9.08
WD2830	8.75
WD2831	8.9
WD2832	10.24
WD2833	10.26
WD2834	8.86
WD2835	6.68
WD2836	9.33
WD2837	6.59
WD2838	8.67
WD2839	NA
WD2840	10.11
WD2841	10.9
WD2843	7.81
WD2844	6.39
WD2845	9.79
WD2846	10.54
WD2847	NA
WD2848	9.67
WD2849	10.32
WD2850	6.62
WD2851	10.04
WD2852	8.96
WD2853	11.68
WD2854	9.72
WD2855	7.96
WD2856	9.18
WD2857	8.84
WD2858	7.69
WD2859	8.7
WD2860	8.89
WD2861	11.3
WD2862	8.54
WD2864	8.9
WD2865	11.24
WD2866	9.03
WD2867	8.55
WD2868	10.2
WD2869	12.62
WD2870	9.67
WD2871	11.49
WD2872	12.6
WD2873	9.18
WD2874	11.11
WD2875	11.98
WD2876	12.95
WD2877	9.96
WD2878	10.48
WD2879	10.67
WD2880	8.12
WD2881	9.86
WD2882	9.26
WD2883	9.94
WD2884	9.89
WD2885	10.03
WD2886	9.54
WD2887	9.66
WD2890	11.77
WD2891	11.93
WD2892	8.69
WD2893	7.57
WD2894	8.89
WD2895	9.37
WD2896	9.49
WD2897	9.48
WD2898	10.61
WD2900	10.74
WD2901	10.24
WD2902	11.16
WD2903	9.43
WD2904	10.33
WD2905	11.81
WD2906	9.78
WD2907	11.34
WD2908	9.46
WD2909	9.7
WD2910	9.41
WD2911	11.23
WD2912	8.93
WD2913	9.3
WD2914	12.21
WD2915	11.11
WD2916	7.83
WD2917	11.94
WD2918	14.85
WD2920	8.7
WD2921	10.26
WD2922	9.1
WD2923	10.97
WD2924	9.62
WD2925	9.22
WD2926	10.38
WD2927	11.1
WD2928	13.25
WD2929	12.03
WD2930	10.41
WD2931	8.84
WD2932	10.9
WD2933	11.03
WD2934	11.09
WD2935	7.62
WD2936	11.01
WD2937	15.53
WD2938	8.55
WD2939	9.39
WD2941	8.59
WD2942	10.38
WD2943	10.05
WD2944	9.88
WD2945	10.57
WD2946	9.15
WD2947	13.18
WD2948	9.42
WD2949	9.08
WD2950	9.64
WD2951	9.75
WD2952	9.59
WD2954	10.52
WD2955	10.45
WD2956	9.4
WD2957	11.03
WD2959	7.71
WD2961	9.73
WD2962	9.6
WD2963	11.25
WD2964	7.44
WD2965	8.34
WD2966	9.62
WD2967	8.58
WD2968	9.13
WD2969	11.08
WD2970	7.86
WD2971	8.22
WD2972	9.19
WD2974	7.51
WD2975	10.93
WD2976	9.6
WD2977	8.82
WD2978	9.25
WD2979	8.78
WD2980	9.16
WD2981	11.96
WD2982	12.75
WD2983	9.44
WD2984	8.52
WD2985	13.02
WD2986	11.6
WD2987	6.91
WD2988	9.56
WD2989	11.34
WD2990	10.77
WD2991	8.83
WD2992	9.97
WD2995	11.11
WD2996	10.79
WD2997	12.42
WD2998	7.11
WD2999	9.29
WD3000	10.53
WD3002	8.21
WD3003	9.24
WD3004	10.05
WD3005	7.81
WD3006	7.32
WD3008	8.81
WD3009	11.19
WD3011	10.57
WD3012	8.85
WD3014	12.44
WD3015	10.88
WD3016	10.75
WD3017	13.34
WD3018	10.21
WD3019	9.32
WD3020	11.29
WD3021	12.01
WD3023	10.06
WD3024	11.34
WD3025	10.18
WD3026	10.61
WD3027	10.02
WD3028	8.78
WD3029	12.31
WD3030	10.48
WD3031	12.52
WD3032	11.71
WD3033	10.63
WD3034	11
WD3036	10.98
WD3037	10.21
WD3039	9.53
WD3040	11.4
WD3041	8.67
WD3042	10.15
WD3043	10.3
WD3047	11.17
WD3048	9.37
WD3049	10.43
WD3050	11.25
WD3051	9.1
WD3052	11.95
WD3053	8.89
WD3054	9.83
WD3055	11.89
WD3056	9.17
WD3057	9.36
WD3058	11.95
WD3059	7.97
WD3060	10.08
WD3061	10.44
WD3062	9.5
WD3063	13.45
WD3064	11.12
WD3066	10.52
WD3067	12.75
WD3068	12.42
WD3069	10.18
WD3070	10.61
WD3071	12.03
WD3072	12.19
WD3073	10.32
WD3074	10.65
WD3075	11.86
WD3077	15.76
WD3078	10.82
WD3079	10.57
WD3080	8.96
WD3081	11.02
WD3082	9.83
WD3083	8.81
WD3084	12.52
WD3085	12.44
WD3086	11.94
WD3088	12.58
WD3089	13.44
WD3090	11.58
WD3091	10.45
WD3092	10.36
WD3093	9.86
WD3094	11.13
WD3095	9.48
WD3096	10.46
WD3097	12.28
WD3100	11
WD3101	9.17
WD3102	8.89
WD3103	9.62
WD3105	10.42
WD3107	12.94
WD3108	10.43
WD3109	10.43
WD3111	10.81
WD3112	10.92
WD3113	9.48
WD3114	7.32
WD3115	10.6
WD3116	10.63
WD3117	13.22
WD3119	12.12
WD3121	10.85
WD3122	10.51
WD3123	12.4
WD3124	14.03
WD3125	10.88
WD3126	9.8
WD3127	10.23
WD3128	11.66
WD3129	9.24
WD3130	8.66
WD3131	9.42
WD3132	14.31
WD3133	10.16
WD3134	11.45
WD3135	9.49
WD3148	12.57
WD3150	10.56
WD3151	10.26
WD3153	9.86
WD3154	11.54
WD3155	7.74
WD3156	10.23
WD3157	10.75
WD3158	13.75
WD3159	10.2
WD3160	9.07
WD3161	8.81
WD3163	8.62
WD3164	9.83
WD3166	9.75
WD3167	9.55
WD3168	11.3
WD3169	11.23
WD3170	10.38
WD3171	8.38
WD3172	11.49
WD3173	10.52
WD3174	7.39
WD3175	11.99
WD3176	10.83
WD3177	9.28
WD3178	8.81
WD3179	9.98
WD3180	11.12
WD3181	11.26
WD3182	11.77
WD3183	9.93
WD3184	9.44
WD3185	8.63
WD3186	8.72
WD3187	9.39
WD3188	8
WD3189	13.47
WD3190	9.24
WD3191	9.85
WD3192	10.57
WD3193	10.84
WD3195	10.96
WD3196	10.61
WD3197	8.63
WD3198	12.03
WD3199	10.38
WD3200	9.33
WD3204	7.54
WD3205	10.55
WD3206	9.05
WD3208	11.02
WD3209	9.73
WD3210	9.59
WD3211	9.6
WD3213	9.83
WD3214	13.56
WD3215	10.35
WD3216	9.5
WD3217	11.25
WD3218	11.45
WD3221	8.47
WD3222	11.61
WD3223	10.17
WD3224	10.62
WD3226	10.59
WD3227	9.12
WD3229	9.97
WD3230	9.08
WD3231	11.7
WD3232	10.4
WD3233	9.01
WD3234	8.8
WD3235	8.34
WD3236	6.8
WD3237	9.77
WD3238	10.41
WD3239	8.52
WD3241	9.32
WD3242	10.33
WD3243	9.18
WD3244	11.64
WD3245	7.77
WD3246	9.65
WD3247	7.22
WD3248	9.16
WD3249	10.07
WD3251	8.78
WD3252	6.1
WD3253	10.57
WD3254	7.96
WD3255	9.42
WD3256	8.72
WD3257	11.48
WD3258	6.77
WD3259	10.43
WD3260	6.59
WD3261	7.53
WD3262	8.66
WD3263	7.42
WD3264	7.24
WD3265	9.27
WD3266	10.98
WD3267	7.65
WD3268	11.9
WD3269	11.78
WD3270	10.51
WD3271	8
WD3272	10.36
WD3273	7.48
WD3274	7.96
WD3275	6.39
WD3276	9.43
WD3277	11.04
WD3278	11.43
WD3279	9.94
WD3280	8.2
WD3282	10.07
WD3283	9.95
WD3284	9.64
WD3286	11.08
WD3287	9.62
WD3288	12.09
WD3289	10.95
WD3290	12.27
WD3291	7.54
WD3292	9.94
WD3293	11.82
WD3294	11.23
WD3296	10.24
WD3297	10.03
WD3298	10.02
WD3299	12.62
WD3300	10.28
WD3301	8.84
WD3302	11.07
WD3303	11.45
WD3304	13.56
WD3305	14.36
WD3306	9.37
WD3307	11.64
WD3308	12.26
WD3309	9.45
WD3310	11.32
WD3311	13.67
WD3312	9.64
WD3313	12.96
WD3314	11.56
WD3315	12.89
WD3316	13.22
WD3317	10.08
WD3318	11.28
WD3319	10.24
WD3320	17
WD3321	15.84
WD3322	12.71
WD3324	10.13
WD3326	11.38
WD3327	10.51
WD3337	9.3
WD3338	8.6
WD3339	10.38
WD3340	8.39
WD3341	7.91
WD3342	10.22
WD3343	6.95
WD3344	7.99
WD3345	9.41
WD3346	8.92
WD3347	7.96
WD3348	7.98
WD3349	7.99
WD3350	8.74
WD3351	8.28
WD3352	8.8
WD3353	11.2
WD3356	8.5
WD3357	8.68
WD3358	7.35
WD3359	8.96
WD3360	11.34
WD3361	10.28
WD3362	9.43
WD3363	12.21
WD3364	9.61
WD3366	7.76
WD3368	11.34
WD3369	10.21
WD3371	9.56
WD3372	8.39
WD3373	11.07
WD3374	12.33
WD3376	9.42
WD3377	6.72
WD3378	8.55
WD3379	9.63
WD3380	11.22
WD3381	9.83
WD3382	10.61
WD3383	8.1
WD3384	7.07
WD3385	9.19
WD3387	10.15
WD3388	10.64
WD3389	8.89
WD3390	9.41
WD3391	10.04
WD3392	8.52
WD3393	12.44
WD3394	9.83
WD3395	7.65
WD3396	6.98
WD3397	10.6
WD3398	7.68
WD3399	9.22
WD3400	8.76
WD3402	8.49
WD3404	9.55
WD3405	7.44
WD3410	8.44
WD3411	7.79
WD3412	6.2
WD3413	7.38
WD3415	10.21
WD3416	9.27
WD3417	9.62
WD3418	10.23
WD3419	10.26
WD3420	9.56
WD3421	10.82
WD3422	9.71
WD3423	11.26
WD3425	12.77
WD3426	9.16
WD3427	12.76
WD3429	13.29
WD3430	11.86
WD3432	8.8
WD3433	12.22
WD3434	12.54
WD3435	14.27
WD3436	11.56
WD3438	11.58
WD3439	10.02
WD3440	10.96
WD3441	11.21
WD3442	11.77
WD3443	12.06
WD3444	10.22
WD3445	11.45
WD3446	11.54
WD3447	8.79
WD3448	8.89
WD3450	10.51
WD3451	9.45
WD3452	9.14
WD3453	15.16
WD3454	8.55
WD3455	10.36
WD3456	9.92
WD3457	12.94
WD3458	12.36
WD3459	9.32
WD3460	12.45
WD3461	12.4
WD3462	13.21
WD3463	13.3
WD3464	9.72
WD3466	10.98
WD3467	12.32
WD3468	9.05
WD3469	12.21
WD3470	12.45
WD3471	14.69
WD3472	12.83
WD3473	13.34
WD3474	11.32
WD3475	12.66
WD3476	13.74
WD3477	15.1
WD3478	10.05
WD3479	10.26
WD3480	10.04
WD3481	8.28
WD3483	9.85
WD3485	11.49
WD3486	9.73
WD3487	9.39
WD3488	8.91
WD3489	10.09
WD3490	10.28
WD3492	13.18
WD3494	10.69
WD3495	10.61
WD3496	11.79
WD3498	13.96
WD3499	11.74
WD3501	10.48
WD3502	8.98
WD3503	9.23
WD3504	9.13
WD3505	10.24
WD3506	8.38
WD3507	8.81
WD3509	12.03
WD3510	10.78
WD3512	12
WD3514	11.18
WD3517	10.58
WD3518	8.13
WD3519	9.77
WD3520	8.08
WD3521	11.65
WD3522	9.43
WD3523	7.7
WD3526	11.23
WD3527	12.81
WD3528	14.43
WD3531	9.39
WD3532	9.62
WD3535	10.44
WD3536	12.41
WD3538	9.03
WD3539	6.81
WD3540	9.28
WD3541	8.14
WD3542	7.99
WD3543	9.47
WD3544	8.43
WD3545	7.31
WD3546	8.54
WD3547	9.32
WD3550	7.31
WD3551	10.7
WD3552	9.33
WD3553	13.08
WD3554	13.96
WD3555	13.08
WD3556	9.75
WD3557	10.24
WD3558	9.86
WD3559	9.78
WD3561	15.26
WD3562	9.31
WD3563	10.07
WD3564	15.18
WD3565	14.61
WD3567	9.29
WD3569	11.65
WD3570	11.78
WD3571	10.12
WD3572	11.61
WD3573	13.83
WD3574	9.23
WD3575	11.44
WD3576	13.13
WD3577	11.16
WD3578	13.27
WD3579	11.72
WD3581	9.17
WD3582	13.51
WD3583	10.2
WD3584	7.27
WD3585	11.46
WD3586	12.36
WD3587	13.04
WD3588	12.08
WD3589	12.71
WD3590	10.77
WD3591	12.26
WD3592	11.16
WD3594	10.24
WD3595	10.18
WD3596	10.67
WD3597	9.51
WD3598	11.28
WD3599	12.4
WD3600	9.6
WD3603	13.17
WD3604	9.89
WD3606	12.35
WD3607	10.56
WD3608	10.41
WD3609	11.12
WD3610	10.93
WD3612	12.85
WD3613	11.01
WD3614	9.39
WD3615	8.2
WD3616	10.9
WD3617	10.9
WD3618	10.54
WD3621	9.14
WD3623	11.11
WD3626	13.14
WD3627	10.45
WD3628	11.53
WD3629	9.63
WD3631	11.76
WD3632	13.52
WD3633	9.38
WD3634	9.79
WD3635	7.12
WD3636	12.11
WD3637	7.99
WD3638	11.99
WD3639	11.92
WD3641	7.02
WD3642	10.11
WD3643	7.64
WD3644	8.69
WD3645	7.79
WD3646	10.43
WD3647	8.94
WD3648	29
WD3650	10.86
WD3651	8.55
WD3652	10.81
WD3654	9.8
WD3655	9.2
WD3656	9.61
WD3657	9.08
WD3658	8.54
WD3659	8.71
WD3660	8.51
WD3661	9
WD3662	12.34
WD3663	10.42
WD3664	10.71
WD3665	11.01
WD3667	9.15
WD3668	9.69
WD3669	8.23
WD3678	8.8
WD3680	10.59
WD3681	11.18
WD3684	43
